caseid,sender,target,startdate,terdate,defactoter,ongoing,gradual,expiry,review,measures,goals,adaptgoal,targetsalience,sendersalience,requirementter,outcome,negotiations,costsender,instinvestment,costtarget,multilateralism,datasets,comment,sourceimp,sourceter
EU_CUB_03,1830,40,05.06.2003,23.06.2008,31.01.2005,0,0,0,0,DS,"HR, DM",0,1,0,Clear ,Sender capitulation,1,Blank,0,Minor,EU – USA – RO,EUSANCT,,https://ec.europa.eu/commission/presscorner/detail/en/PESC_03_65,https://data.consilium.europa.eu/doc/document/ST-11076-2008-INIT/en/pdf
OAS_CUB_62,3900,40,31.01.1962,03.06.2009,,0,1,0,0,"DS, TE, CE, AE","DM, HR",0,1,1,Ambiguous,Sender capitulation,0,Blank,0,Severe,EU – USA – RO,TIES,,http://www.oas.org/en/columbus/docs/cuba/MFA8Eng.pdf,https://oas.org/en/about/offices_detail.asp?sCode=CUB
USA_CUB_03,2,40,09.09.2003,05.10.2015,,0,1,0,1,"AS, FS",HR,0,0,0,Clear,Sender capitulation,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2003/09/15/03-23602/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2015/10/16/2015-26496/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_CUB_58,2,40,14.03.1958,,,1,1,0,0,"TE, CE, AE, AS, DS, FS, AF, TB, IM","DM, HR, NP, CT",1,1,1,Clear ,Blank,1,Major,0,Severe,EU – USA – RO,EUSANCT/TIES/HSE,,https://history.state.gov/historicaldocuments/frus1958-60v06/d36,
EEC_HAI_91,"1653, 1830",41,01.10.1991,16.10.1994,,0,1,0,0,"AS, OE, FB, AF, TE, CE","DM, HR",1,1,0,Clear ,Target complete acquiescence,0,Blank,0,Severe,EU – UN – USA – RO,EUSANCT,,https://ec.europa.eu/commission/presscorner/detail/en/IP_91_892,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:41994D0680&from=EN
EU_HAI_01,1830,41,29.01.2001,17.10.2005,,0,0,1,1,AS,"DM, HR",1,1,0,Clear ,Target partial acquiescence,1,Blank,0,Major,EU – USA,EUSANCT/TIES/HSE,,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557383111210&uri=CELEX:32001D0131,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32005D0756&qid=1580217500001&from=EN
OAS_HAI_91,3900,41,03.10.1991,05.06.1995,,0,1,0,0,"TE, AE, AS, AF, DS, FB, FS, CE","DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,1,Severe,EU – UN – USA – RO,TIES/HSE,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015077200205&view=1up&seq=38,http://www.oas.org/en/columbus/docs/haiti/Ad_Hoc_Meeting_%20of_%20Ministers_%20of_%20Foreign_%20Affairs/OEA%20Ser.F%20V.1%20MRE%20RES.7%2095%20Eng.pdf
UN_HAI_93,4400,41,23.06.1993,15.10.1994,27.08.1993,0,0,0,1,"OE, AE, AF, FB",DM,0,1,0,Clear ,"Negotiated settlement, Target complete acquiescence",1,Blank,1,Major,EU – UN – USA – RO,EUSANCT/TIES/HSE,,https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/Chap%20VII%20SRES%20841.pdf,http://unscr.com/en/resolutions/948
USA_HAI_91,2,41,02.10.1991,04.10.2006,,0,1,0,0,"AE, IM, TE, OE, FS, FB, AS",DM,0,1,0,Clear ,Target partial acquiescence,1,Minor,0,Severe,EU – UN – USA – RO,EUSANCT/TIES/HSE,,US Department of State dispatch / Bureau of Public ... v.2 1991 Oct-Dec. - Full View | HathiTrust Digital Library | HathiTrust Digital Library,https://www.govinfo.gov/content/pkg/FR-2006-10-04/pdf/E6-16386.pdf
USA_DOM_18,2,42,07.09.2018,20.09.2018,,0,0,0,0,DS,Other,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,IST,over Taiwan,https://sv.usembassy.gov/u-s-chiefs-of-mission-to-el-salvador-the-dominican-republic-and-panama-called-back-for-consultations/,https://sv.usembassy.gov/conclusion-of-consultations-by-ambassador-manes-and-the-chiefs-of-mission-to-the-dominican-republic-and-panama/
USA_TRI_03,2,52,01.07.2003,16.01.2009,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2009/01/29/E9-2070/waiving-the-prohibition-on-the-use-of-economic-support-funds-with-respect-to-various-parties-to-the
USA_BAR_03,2,53,01.07.2003,16.01.2009,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2009/01/29/E9-2070/waiving-the-prohibition-on-the-use-of-economic-support-funds-with-respect-to-various-parties-to-the
USA_DMA_03,2,54,01.07.2003,25.05.2004,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/06/04/04-12801/waiving-prohibition-on-united-states-military-assistance-with-respect-to-burkina-faso-and-dominica
USA_SVG_03,2,57,01.07.2003,16.01.2009,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2009/01/29/E9-2070/waiving-the-prohibition-on-the-use-of-economic-support-funds-with-respect-to-various-parties-to-the
USA_AAB_03,2,58,01.07.2003,01.11.2003,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2003/11/10/03-28361/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_MEX_05,2,70,28.10.2005,27.11.2006,,0,1,0,0,"AS, IM",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://asp.icc-cpi.int/en_menus/asp/press%20releases/press%20releases%202005/Pages/mexico%20ratifies%20the%20rome%20statute.aspx,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_BLZ_03,2,80,01.07.2003,30.12.2003,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/01/14/04-898/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_BLZ_18,2,80,29.11.2018,,,1,0,0,1,AS,HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
EEC_GUA_93,1653,90,28.05.1993,24.06.1993,,0,0,0,0,AS,DM,0,1,0,Ambiguous,Target complete acquiescence,0,Blank,0,Major,EU – USA,EUSANCT/HSE,,http://europa.eu/rapid/press-release_IP-93-412_en.htm,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:C:1993:194:FULL&from=EN
USA_GUA_90,2,90,22.12.1990,25.01.2005,,0,0,0,0,"IM, AS",HR,0,0,0,Ambiguous,Target partial acquiescence,0,Minor,0,Minor,USA,TIES/HSE,,https://www.nytimes.com/1990/12/22/world/slaying-prompts-us-to-halt-guatemala-aid.html,https://www.federalregister.gov/documents/2005/02/01/05-1846/certification-under-section-584b-of-the-foreign-operations-export-financing-and-related-programs
USA_GUA_93,2,90,27.05.1993,08.06.1993,,0,0,0,0,"AS, IM",DM,0,1,0,Clear ,Target complete acquiescence,0,Minor,0,Major,EU – USA,EUSANCT/HSE,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015077200189&view=1up&seq=133,https://babel.hathitrust.org/cgi/pt?id=mdp.39015077200189&view=1up&seq=133
EU_HON_09,1830,91,20.07.2009,31.03.2010,,0,0,0,0,"AS, DS","DM, HR",0,1,0,Ambiguous,Target partial acquiescence,0,Blank,0,Major,EU – UN – USA – RO,EUSANCT,,https://ec.europa.eu/commission/presscorner/detail/en/PESC_09_84; date: https://www.politico.eu/article/eu-suspends-aid-to-honduras/,https://www.oecd.org/derec/ec/Evaluation-of-the-Commission-of-the-European-Union-Cooperation-with-Honduras-Annexes.pdf
OAS_HON_09,3900,91,04.07.2009,01.06.2011,,0,0,0,0,DS,"DM, HR",0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – UN – USA – RO,IST,,http://www.oas.org/en/media_center/press_release.asp?sCodigo=E-219/09,http://www.iri.edu.ar/images/Documentos/documentos/114/oea_honduras.pdf
UN_HON_09,4400,91,23.09.2009,27.01.2010,,0,0,0,0,"AS, DS","AC, HR, DM",0,1,0,Ambiguous,Stalemate,0,Blank,0,Minor,EU – UN – USA – RO,EUSANCT,,https://news.un.org/en/story/2009/09/313592-ban-suspends-un-assistance-honduran-electoral-body,https://search.archives.un.org/uploads/r/united-nations-archives/9/a/5/9a5a52d59f5a926c683f746df4a762c9d0d94936a667661ebffb2f0970bc2e7b/S-1956-0096-0007-00008.PDF
USA_HON_09,2,91,28.06.2009,04.03.2010,,0,0,0,0,"AS, DS, TB, IM",DM,0,1,0,Ambiguous,Target partial acquiescence,1,Minor,0,Major,EU – UN – USA – RO,EUSANCT,,https://www.gao.gov/assets/590/585824.pdf; https://2009-2017.state.gov/r/pa/prs/ps/2009/july/125762.htm; https://2009-2017.state.gov/r/pa/prs/ps/2009/sept/128608.htm ,https://www.gao.gov/assets/590/585824.pdf
USA_SAL_18,2,92,07.09.2018,20.09.2018,,0,0,0,0,DS,Other,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,IST,over Taiwan,https://sv.usembassy.gov/u-s-chiefs-of-mission-to-el-salvador-the-dominican-republic-and-panama-called-back-for-consultations/,https://sv.usembassy.gov/conclusion-of-consultations-by-ambassador-manes-and-the-chiefs-of-mission-to-the-dominican-republic-and-panama/
USA_SAL_90,2,92,05.11.1990,30.09.1993,,0,1,0,0,"AS, IM","AC, DM, HR",0,0,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/HSE,,http://uscode.house.gov/statutes/pl/101/513.pdf,https://www.congress.gov/bill/103rd-congress/house-bill/2295/text?q=%7B%22search%22%3A%5B%22Foreign+Operations%2C+Export+Financing%2C+and+Related+Programs+Appropriations+Act%22%5D%7D&r=2&s=10
USA_NIC_18,2,93,27.11.2018,,,1,0,0,0,"FS, AF, TB","HR, DM",0,1,0,Ambiguous,Blank,0,Minor,0,Minor,USA,IST,,https://www.treasury.gov/resource-center/sanctions/Programs/Documents/nicaragua_eo.pdf,
USA_NIC_81,2,93,22.01.1981,25.04.1990,,0,1,0,0,"AS, DS, TE, CE, FB, FS","CT, DM, HR",1,1,1,Clear ,Target partial acquiescence,0,Minor,0,Severe,USA,TIES/HSE,,"https://www.nytimes.com/1981/01/23/world/us-halts-nicaragua-aid-over-help-for-guerillas.html; 
https://babel.hathitrust.org/cgi/pt?id=msu.31293008122347&view=1up&seq=288&q1=nicaragua;
https://babel.hathitrust.org/cgi/pt?id=msu.31293008122347&view=1up&seq=375&q1=nicaragua",https://www.govinfo.gov/content/pkg/FR-1990-03-14/pdf/FR-1990-03-14.pdf; https://www.govinfo.gov/content/pkg/FR-1990-05-03/pdf/FR-1990-05-03.pdf 
USA_NIC_92,2,93,27.05.1992,29.07.1994,,0,1,0,0,AS,"CT, DM, HR",1,0,1,Ambiguous,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES/HSE,,https://www.latinamericanstudies.org/nicaragua/Nicaragua-1992.pdf (p. 142),"https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=12586&context=notisur; 
https://www.hrw.org/sites/default/files/reports/NICARAGU94O.PDF (p. 30)"
USA_COS_03,2,94,01.07.2003,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_PAN_18,2,95,07.09.2018,20.09.2018,,0,0,0,0,DS,Other,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,IST,over Taiwan,https://sv.usembassy.gov/u-s-chiefs-of-mission-to-el-salvador-the-dominican-republic-and-panama-called-back-for-consultations/,https://sv.usembassy.gov/conclusion-of-consultations-by-ambassador-manes-and-the-chiefs-of-mission-to-the-dominican-republic-and-panama/
USA_PAN_87,2,95,01.07.1987,05.04.1990,,0,1,0,1,"IM, FS, AS, AF, CE","DM, DT",0,1,0,Clear ,Stalemate,1,Minor,0,Major,USA,EUSANCT/TIES/HSE,,"https://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t54f3c70q&view=1up&seq=292&q1=panama;
https://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t54f3c70q&view=1up&seq=322&q1=panama",https://www.presidency.ucsb.edu/documents/executive-order-12710-termination-emergency-with-respect-panama
USA_COL_03,2,100,01.07.2003,06.10.2003,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2003/10/20/03-26529/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_COL_96,2,100,01.03.1996,26.02.1998,,0,0,0,1,"AS, TB",DT,0,1,1,Clear ,Sender capitulation,0,Minor,0,Minor,USA,EUSANCT/TIES/HSE,Drug Trafficking,https://www.govinfo.gov/content/pkg/WCPD-1996-03-04/pdf/WCPD-1996-03-04-Pg397.pdf,https://www.govinfo.gov/content/pkg/FR-1998-03-16/pdf/98-6584.pdf
EU_VEN_17,1830,101,13.11.2017,,,1,0,1,0,"CE, AE, IM, TB, AF","DM, HR",0,1,0,Ambiguous,Blank,0,Blank,0,Minor,EU – USA,IST,,https://eur-lex.europa.eu/legal-content/GA/TXT/?uri=celex:32017D2074,
USA_VEN_03,2,101,01.07.2003,11.03.2009,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.congress.gov/111/plaws/publ8/PLAW-111publ8.pdf
USA_VEN_04,2,101,10.09.2004,17.10.2008,,0,1,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2004/09/20/04-21212/presidential-determination-with-respect-to-foreign,https://www.federalregister.gov/documents/2008/10/28/E8-25816/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_VEN_05,2,101,14.09.2005,,,1,1,0,1,"AS, FS",DT,0,1,1,Clear ,Blank,0,Minor,0,Minor,USA,IST,Drug Trafficking,https://www.federalregister.gov/documents/2005/09/28/05-19548/presidential-determination-on-major-drug-transit-or-major-illicit-drug-producing-countries-for,
